Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house,Genres,Rating,Combined
MAY,19.0,half girlfriend,Mohit Suri,Arjun Kapoor & Shraddha Kapoor,Romance/drama,2017,,ALT Entertainment,,Drama Romance,4.4,mohit suri arjun kapoor & shraddha kapoor drama romance
MAY,19.0,jattu engineer,"Gurmeet Ram Rahim Singh, Honeypreet Insan","Gurmeet Ram Rahim Singh, Sukhottam Insan",Comedy,2017,,Hakikat Entertainment Pvt. Ltd.,,Comedy,5.9,gurmeet ram rahim singh honeypreet insan gurmeet ram rahim singh sukhottam insan comedy
MAY,19.0,hindi medium,Saket Chaudhary,Irrfan Khan & Saba Qamar,Comedy/drama,2017,,T-Series & Maddock Films,,Comedy Drama,7.8,saket chaudhary irrfan khan & saba qamar comedy drama
MAY,26.0,chakallaspur,Rajnish Jaiswal,"Mukesh Manas, Urmilaa Mahanta",Romance/drama,2017,,Kiran Jaiswal Productions,,Drama,,rajnish jaiswal mukesh manas urmilaa mahanta drama
MAY,26.0,sachin: a billion dreams,James Erskine,Sachin Tendulkar,Biopic,2017,,200 NotOut Productions,,Documentary Sport,8.6,james erskine sachin tendulkar documentary sport
MAY,26.0,thodi thodi si manmaaniyan,Aditya Sarpotdar,"Arsh Sehrawat, Shrenu Parikh, Shilpa Tulaskar & Mukesh Tiwari",Romance/drama,2017,,"NH 8 Production, Jumping Tomato & Marketing Pvt Ltd",,Drama Romance,6.0,aditya sarpotdar arsh sehrawat shrenu parikh shilpa tulaskar & mukesh tiwari drama romance
JUN,2.0,a death in the gunj,Konkona Sen Sharma,"Vikrant Massey, Ranvir Shorey, Kalki Koechlin, Tillotama Shome, Gulshan Devaiah, Tanuja, Om Puri, Jim Sarbh, Arya Mitra Sharma",Crime/drama,2017,,"MacGuffin Pictures, Studioz IDrream & Moh Maya Films (presenter)",,Crime/drama,,konkona sen sharma vikrant massey ranvir shorey kalki koechlin tillotama shome gulshan devaiah tanuja om puri jim sarbh arya mitra sharma crime/drama
JUN,2.0,hanuman: da' damdaar,Ruchi Narain,"Salman Khan, Raveena Tandon & Kunal Khemu",Animation,2017,,R.A.T Films (IP: Percept Pictures),,Animation Family,5.6,ruchi narain salman khan raveena tandon & kunal khemu animation family
JUN,2.0,sweetiee weds nri,Hasnain Hyderabadwala,"Himansh Kohli, Zoya Afroz & Darshan Jariwala",Romance/comedy,2017,,Asmiy Entertainment and Grand Motion Picture,,Comedy Drama Romance,3.4,hasnain hyderabadwala himansh kohli zoya afroz & darshan jariwala comedy drama romance
JUN,2.0,dobaara: see your evil,Prawaal Raman,Huma Qureshi & Saqib Saleem,Horror,2017,,"Intrepid Pictures, B4U Films, Zahhak Films Limited & Relativity Media",,Horror Mystery,3.9,prawaal raman huma qureshi & saqib saleem horror mystery
JUN,2.0,flat 211,Sunil Sanjan,Jayesh Raj & Sonal Singh,Suspense/Mystery,2017,,Ajha Global Entertainment,,Crime Mystery Thriller,5.4,sunil sanjan jayesh raj & sonal singh crime mystery thriller
JUN,2.0,dear maya,Sunaina Bhatnagar,Manisha Koirala,Thriller/drama,2017,,Bake My Cake Films,,Drama Romance,5.7,sunaina bhatnagar manisha koirala drama romance
JUN,9.0,raabta,Dinesh Vijan,"Sushant Singh Rajput, Kriti Sanon & Jim Sarbh",Romance/thriller,2017,,Maddock Films,,Action Drama Fantasy Romance,4.6,dinesh vijan sushant singh rajput kriti sanon & jim sarbh action drama fantasy romance
JUN,9.0,behen hogi teri,Ajay K Pannalal,Rajkummar Rao & Shruti Haasan,Romance/comedy,2017,,OddBall Motion Pictures,,Comedy,5.5,ajay k pannalal rajkummar rao & shruti haasan comedy
JUN,9.0,bachche kachche sachche,Ravi Sadasiv,"Ekta Singh, Ashish Vidyarthi & Mukesh Tiwari",Children/drama,2017,,,,Short Drama,8.9,ravi sadasiv ekta singh ashish vidyarthi & mukesh tiwari short drama
JUN,9.0,love you family,Sachindra Sharma,"Salman Yusuff Khan, Aksha Pardasany & Shakti Kapoor",Drama,2017,,Khushi Motion Pictures,,Drama,4.2,sachindra sharma salman yusuff khan aksha pardasany & shakti kapoor drama
JUN,9.0,g kutta se,Rahul Dahiya,Rajbeer Singh & Neha Chauhan,Drama,2017,,SFE International Full Frame Entertainment Pvt. Ltd.,,Drama,8.1,rahul dahiya rajbeer singh & neha chauhan drama
JUN,16.0,bank chor,Bumpy,"Riteish Deshmukh, Vivek Oberoi & Rhea Chakraborty",Comedy/Thriller,2017,,Y-Films,,Action Comedy Crime Thriller,5.9,bumpy riteish deshmukh vivek oberoi & rhea chakraborty action comedy crime thriller
JUN,23.0,tubelight,Kabir Khan,"Salman Khan, Sohail Khan & Zhu Zhu",Action/drama,2017,,Salman Khan Films & Kabir Khan Films,,Drama War,3.9,kabir khan salman khan sohail khan & zhu zhu drama war
JUN,30.0,ek haseena thi ek deewana tha,Suneel Darshan,"Shiv Darshan, Natasha Fernandez & Upen Patel",Romance,2017,,Shree Krishna International,,Drama,5.0,suneel darshan shiv darshan natasha fernandez & upen patel drama
JUL,7.0,mom,Ravi Udyawar,"Sridevi, Akshaye Khanna, Sajal Ali & Nawazuddin Siddiqui",Thriller/drama,2017,,MAD Films & Third Eye Pictures,,Crime Drama Thriller,7.3,ravi udyawar sridevi akshaye khanna sajal ali & nawazuddin siddiqui crime drama thriller
JUL,7.0,guest iin london,Ashwni Dhir,"Kartik Aaryan, Kriti Kharbanda, Paresh Rawal & Tanvi Azmi",Comedy,2017,,Panorama Studios,,Comedy,5.4,ashwni dhir kartik aaryan kriti kharbanda paresh rawal & tanvi azmi comedy
JUL,14.0,jagga jasoos,Anurag Basu,Ranbir Kapoor & Katrina Kaif,Comedy/romance,2017,,"The Walt Disney Company India, Picture Shuru Entertainment & Ishana Movies",,Action Adventure Comedy Musical Mystery,6.5,anurag basu ranbir kapoor & katrina kaif action adventure comedy musical mystery
JUL,14.0,shab,Onir,"Raveena Tandon, Sanjay Suri, Ashish Bisht, Arpita Pal, Simon Frenay, Raj Suri, Gaurav Nanda",Drama,2017,,"WSG Pictures, Anticlock Films",,Drama Romance,4.4,onir raveena tandon sanjay suri ashish bisht arpita pal simon frenay raj suri gaurav nanda drama romance
JUL,21.0,lipstick under my burkha,Alankrita Shrivastava,"Konkona Sen Sharma, Ratna Pathak Shah & Aahana Kumra",Sex/drama,2017,,ALT BalajiBalaji Motion Pictures,,Sex/drama,,alankrita shrivastava konkona sen sharma ratna pathak shah & aahana kumra sex/drama
JUL,21.0,munna michael,Sabbir Khan,"Tiger Shroff, Nidhhi Agerwal & Nawazuddin Siddiqui",Action/romance,2017,,Eros International & Next Gen Films,,Action Drama Music Romance,3.3,sabbir khan tiger shroff nidhhi agerwal & nawazuddin siddiqui action drama music romance
JUL,28.0,raag desh,Tigmanshu Dhulia,"Kunal Kapoor, Amit Sadh & Mohit Marwah",Period drama/action,2017,,Rajya Sabha TV,,Action Drama History,8.3,tigmanshu dhulia kunal kapoor amit sadh & mohit marwah action drama history
JUL,28.0,indu sarkar,Madhur Bhandarkar,"Anupam Kher, Neil Nitin Mukesh, Kirti Kulhari, Tota Roy Chowdhury, Supriya Vinod, Sheeba Chaddha, Parvin Dabas",Drama,2017,,Bharat Shah,,Drama Thriller,6.0,madhur bhandarkar anupam kher neil nitin mukesh kirti kulhari tota roy chowdhury supriya vinod sheeba chaddha parvin dabas drama thriller
JUL,28.0,mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Neha Sharma & Athiya Shetty",Comedy/romance,2017,,Cine1 Studios Mark Production,,Comedy Romance,5.5,anees bazmee anil kapoor arjun kapoor ileana d' cruz neha sharma & athiya shetty comedy romance
AUG,4.0,gurgaon,Shanker Raman,"Akshay Oberoi, Ragini Khanna, Pankaj Tripathi, Aamir Bashir, Shalini Vatsa, Srinivas Sunderrajan",Neo-noir,2017,,JAR Pictures,,Drama,,shanker raman akshay oberoi ragini khanna pankaj tripathi aamir bashir shalini vatsa srinivas sunderrajan drama
AUG,4.0,jab harry met sejal,Imtiaz Ali,"Shah Rukh Khan, Anushka Sharma, Evelyn Sharma & Chandan Roy Sanyal",Romance,2017,,Red Chillies Entertainment,,Comedy Drama Romance,5.3,imtiaz ali shah rukh khan anushka sharma evelyn sharma & chandan roy sanyal comedy drama romance
AUG,11.0,toilet: ek prem katha,Shree Narayan Singh,"Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Anupam Kher, Sana Khan",Comedy/drama,2017,,"Viacom 18 Motion Pictures, KriArj Entertainment, Neeraj Pandey, Plan C Studios & Cape of Good Films LLP",,Comedy Drama,7.2,shree narayan singh akshay kumar bhumi pednekar divyendu sharma anupam kher sana khan comedy drama
AUG,18.0,partition: 1947,Gurinder Chadha,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi, Michael Gambon",Drama,2017,,BBC Films,,Biography Drama History Romance,6.7,gurinder chadha hugh bonneville gillian anderson manish dayal huma qureshi michael gambon biography drama history romance
AUG,18.0,bareilly ki barfi,Ashwini Iyer Tiwari,"Ayushmann Khurrana, Rajkummar Rao, Kriti Sanon",Comedy/romance,2017,,Junglee Pictures & BR Studios,,Comedy Romance,7.5,ashwini iyer tiwari ayushmann khurrana rajkummar rao kriti sanon comedy romance
AUG,25.0,a gentleman,Raj and D.K.,"Sidharth Malhotra, Jacqueline Fernandez, Darshan Kumar, Suniel Shetty",Action/romance,2017,,Fox Star Studios,,Action Comedy,6.2,raj and d. k. sidharth malhotra jacqueline fernandez darshan kumar suniel shetty action comedy
AUG,25.0,babumoshai bandookbaaz,Kushan Nandy,"Nawazuddin Siddiqui, Bidita Bag, Jatin Goswami, Shraddha Das, Anil George, Bhagwan Tiwari, Jeetu Shivhare, Murali Sharma, Divya Dutta, Sachin Chaubey",Action,2017,,Movies By The Mob & KNKSPL,,Action Crime Thriller,6.9,kushan nandy nawazuddin siddiqui bidita bag jatin goswami shraddha das anil george bhagwan tiwari jeetu shivhare murali sharma divya dutta sachin chaubey action crime thriller
AUG,25.0,yadvi – the dignified princess,Jyoti Singh,"Chandrachur Singh, Charu Vyas, Rahul Godara, Jyoti Singh, Vibhu Raghave, Namya Saxena, Nikkitasha Marwaha, Reshaa Sabarawal, Mini Pandit, Ashwarya Singh",Drama,2017,,RVP Productions,,Biography Drama History,8.0,jyoti singh chandrachur singh charu vyas rahul godara jyoti singh vibhu raghave namya saxena nikkitasha marwaha reshaa sabarawal mini pandit ashwarya singh biography drama history
AUG,25.0,qaidi band,Habib Faisal,"Aadar Jain, Anya Singh, Sachin, Prince Parvinder Singh",Musical/drama,2017,,Yash Raj Films,,Drama Music,5.9,habib faisal aadar jain anya singh sachin prince parvinder singh drama music
SEP,1.0,baadshaho,Milan Lutharia,"Ajay Devgn, Emraan Hashmi, Vidyut Jammwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone Guest appearance in song, Sharad Kelkar, Ravi Kale",Action/crime Thriller,2017,,Vertex Motion Pictures & T-Series,,Action Thriller,4.9,milan lutharia ajay devgn emraan hashmi vidyut jammwal ileana d' cruz esha gupta sanjay mishra sunny leone guest appearance in song sharad kelkar ravi kale action thriller
SEP,1.0,shubh mangal saavdhan,R. S. Prasanna,"Ayushmann Khurrana, Bhumi Pednekar, Brijendra Kala, Shubhankar Tripathi, Anshul Chauhan, Anmol Bajaj",Drama/Comedy,2017,,Colour Yellow Productions & Eros International,,Comedy Romance,6.9,r. s. prasanna ayushmann khurrana bhumi pednekar brijendra kala shubhankar tripathi anshul chauhan anmol bajaj comedy romance
SEP,8.0,poster boys,Shreyas Talpade,"Sunny Deol, Shreyas Talpade, Bobby Deol, Sonali Kulkarni, Randheer Rai, Dilip Prabhavalkar, Elli AvrRam Special Appearance In A Song, Samiksha Bhatnagar, Bharati Achrekar",Comedy,2017,,"Sony Pictures Networks Productions, Sunny Sounds Pvt. Ltd. & Affluence Movie Pvt. Ltd.",,Comedy,5.4,shreyas talpade sunny deol shreyas talpade bobby deol sonali kulkarni randheer rai dilip prabhavalkar elli avr ram special appearance in a song samiksha bhatnagar bharati achrekar comedy
SEP,8.0,daddy,Ashim Ahluwalia,"Arjun Rampal, Aishwarya Rajesh, Nishikant Kamat, Anand Ingale, Rajesh Shringarpure, Purnanand Wandekar, Anupriya Goenka, Shruti Bapna, Usha Naik, Shrikant Yadav, Deepak Damle, Raj Arjun, Vijay Sanap, Abhimanyu Arun",Crime/drama,2017,,Kundalini Entertainment,,Action Biography Crime Drama,6.3,ashim ahluwalia arjun rampal aishwarya rajesh nishikant kamat anand ingale rajesh shringarpure purnanand wandekar anupriya goenka shruti bapna usha naik shrikant yadav deepak damle raj arjun vijay sanap abhimanyu arun action biography crime drama
SEP,15.0,simran,Hansal Mehta,"Kangana Ranaut, Sohum Shah, Hiten Kumar, Kishori Shahane, Rupinder Nagra",Drama,2017,,T-Series & Paramhans Creations Entertainments,,Crime Drama Thriller,5.2,hansal mehta kangana ranaut sohum shah hiten kumar kishori shahane rupinder nagra crime drama thriller
SEP,15.0,lucknow central,Ranjit Tiwari,"Farhan Akhtar, Diana Penty, Deepak Dobriyal, Gippy Grewal, Ronit Roy, Inaamulhaq, Rajesh Sharma",Drama,2017,,Viacom 18 Motion Pictures,,Action Drama Music Thriller,6.2,ranjit tiwari farhan akhtar diana penty deepak dobriyal gippy grewal ronit roy inaamulhaq rajesh sharma action drama music thriller
SEP,15.0,patel ki punjabi shaadi,Sanjay Chhel,"Rishi Kapoor, Paresh Rawal, Vir Das, Prem Chopra, Payal Ghosh, Jinal Belani, Divya Seth, Bharati Achrekar, Tiku Talsania, Shilpa Shinde",Comedy/drama,2017,,Bholenath Movies & Cinekorn Entertainment,,Comedy,4.1,sanjay chhel rishi kapoor paresh rawal vir das prem chopra payal ghosh jinal belani divya seth bharati achrekar tiku talsania shilpa shinde comedy
SEP,22.0,newton,Amit Masurkar,"Rajkummar Rao, Pankaj Tripathi, Anjali Patil, Raghuvir Yadav",Dark comedy,2017,,Drishyam Films,,Comedy Drama,7.7,amit masurkar rajkummar rao pankaj tripathi anjali patil raghuvir yadav comedy drama
SEP,22.0,bhoomi,Omung Kumar,"Sanjay Dutt, Aditi Rao Hydari, Sidhant Gupta",Action/drama,2017,,T-Series & Legend Studios,,Action Drama,5.4,omung kumar sanjay dutt aditi rao hydari sidhant gupta action drama
SEP,22.0,the final exit,Dhwanil Mehta,"Kunaal Roy Kapur, Archana Shastry, Elena Kazan, Reyhna Malhotra, Scarlett Wilson",Horror,2017,,Mars Entertainment,,Horror,6.2,dhwanil mehta kunaal roy kapur archana shastry elena kazan reyhna malhotra scarlett wilson horror
SEP,22.0,jd,Shailendra Pandey,"Govind Namdev, Aman Verma, Vedita Pratap Singh, Lalit Bisht, Arvind Gaur",Drama/thriller,2017,,Shailendra Pandey Films,,Drama,5.9,shailendra pandey govind namdev aman verma vedita pratap singh lalit bisht arvind gaur drama
SEP,22.0,haseena parkar,Apoorva Lakhia,"Shraddha Kapoor, Sharman Joshi, Siddhanth Kapoor, Rajesh Tailang, Satendra Bagasi, Ankur Bhatia",Biographic,2017,,Swiss Entertainment,,Biography Crime Thriller,4.2,apoorva lakhia shraddha kapoor sharman joshi siddhanth kapoor rajesh tailang satendra bagasi ankur bhatia biography crime thriller
SEP,29.0,judwaa 2,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher, Sachin Khedekar, Upasana Singh, Rajpal Yadav, Pavan Malhotra, Ali Asgar, Vivan Bhatena, Vikas Verma, Johnny Lever, Rajat Rawail, Salman Khan (cameo)",Action/comedy,2017,,Nadiadwala Grandson Entertainment,,Action Comedy,3.8,david dhawan varun dhawan jacqueline fernandez taapsee pannu anupam kher sachin khedekar upasana singh rajpal yadav pavan malhotra ali asgar vivan bhatena vikas verma johnny lever rajat rawail salman khan (cameo) action comedy
OCT,6.0,tu hai mera sunday,Milind Dhaimade,Barun Sobti & Vishal Malhotra,Romantic comedy,2017,,Love & Faith,,Romantic comedy,,milind dhaimade barun sobti & vishal malhotra romantic comedy
OCT,6.0,chef,Raja Krishna Menon,"Saif Ali Khan, Padmapriya Janakiraman & Dhanish Karthik",Comedy,2017,,T-Series & Abundantia Entertainment Bandra West Pictures,,Comedy Drama Family,5.7,raja krishna menon saif ali khan padmapriya janakiraman & dhanish karthik comedy drama family
OCT,6.0,babuji ek ticket bambai,Arvind Tripathi,"Rajpal Yadav, Sudha Chandran, Bharati Sharma, Milind Gunaji",Social drama,2017,,Harikripa Films,,Comedy Drama,,arvind tripathi rajpal yadav sudha chandran bharati sharma milind gunaji comedy drama
OCT,6.0,main terrorist nahi hoon,Arjin Uppal,"Gulshan Grover, Rahul Dev, Afiq Muiz, Chacha Maembong, Farida Jalal",Action,2017,,,,Action,,arjin uppal gulshan grover rahul dev afiq muiz chacha maembong farida jalal action
OCT,13.0,ranchi diaries,Sattwik Mohanty,"Jimmy Sheirgill, Taaha Shah & Himansh Kohli",Drama/thriller,2017,,Coconut Motion Pictures,,Thriller,7.4,sattwik mohanty jimmy sheirgill taaha shah & himansh kohli thriller
OCT,19.0,secret superstar,Advait Chandan,"Zaira Wasim, Meher Vij & Aamir Khan",Musical drama,2017,,Aamir Khan Productions,,Drama Music,7.9,advait chandan zaira wasim meher vij & aamir khan drama music
OCT,20.0,golmaal again,Rohit Shetty,"Ajay Devgn, Parineeti Chopra, Tabu, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade, Kunal Khemu, Prakash Raj, Rohit KaduDeshmukh and Neil Nitin Mukesh",Comedy,2017,,Mangal Murti Films & Reliance Entertainment,,Action Comedy Fantasy Horror,5.0,rohit shetty ajay devgn parineeti chopra tabu arshad warsi tusshar kapoor shreyas talpade kunal khemu prakash raj rohit kadu deshmukh and neil nitin mukesh action comedy fantasy horror
OCT,27.0,jia aur jia,Howard Rosemeyer,"Kalki Koechlin, Richa Chaddha",Road film,2017,,Bluefox Motion Pictures Pvt Ltd.,,Drama,4.4,howard rosemeyer kalki koechlin richa chaddha drama
OCT,27.0,rukh,Atanu Mukherjee,"Manoj Bajpayee, Smita Tambe, Kumud Mishra, Adarsh Gourav",Drama,2017,,Eros International Drishyam Films,,Drama Mystery,6.4,atanu mukherjee manoj bajpayee  smita tambe kumud mishra adarsh gourav drama mystery
NOV,3.0,ittefaq,Abhay Chopra,"Sidharth Malhotra, Sonakshi Sinha & Akshaye Khanna",Thriller,2017,,"Dharma Productions, Red Chillies Entertainment & B.R Films",,Mystery Thriller,7.2,abhay chopra sidharth malhotra sonakshi sinha & akshaye khanna mystery thriller
NOV,3.0,the house next door,Milind Rau,"Siddharth, Andrea Jeremiah & Atul Kulkarni",Horror,2017,,Viacom 18 Motion Pictures & Etaki Entertainment,,Horror,6.8,milind rau siddharth andrea jeremiah & atul kulkarni horror
NOV,3.0,ribbon,Rakhee Sandilya,"Kalki Koechlin, Sumeet Vyas, Hitesh Malhan",Drama,2017,,Red Cart Films,,Drama Family,6.9,rakhee sandilya kalki koechlin sumeet vyas hitesh malhan drama family
NOV,10.0,shaadi mein zaroor aana,Ratnaa Sinha,"Rajkummar Rao, Kriti Kharbanda",Romance/drama,2017,,Vikrant Studios,,Drama Romance,7.6,ratnaa sinha rajkummar rao kriti kharbanda drama romance
NOV,10.0,qarib qarib singlle,Tanuja Chandra,"Irrfan Khan, Parvathy, Brijendra Kala",Romance/comedy,2017,,Zee Studios & Jar Pictures,,Comedy Romance,7.1,tanuja chandra irrfan khan parvathy brijendra kala comedy romance
NOV,10.0,the window,VK Choudhary,"Amit Kumar Vashisth, Teena Singh & Preeti Sharma",Suspense thriller,2017,,"Adamant Pictures, Milestone Creations & Era Films",,Suspense thriller,,v k choudhary amit kumar vashisth teena singh & preeti sharma suspense thriller
NOV,17.0,aksar 2,Ananth Narayan Mahadevan,"Zareen Khan, Gautam Rode, Abhinav Shukla, Mohit Madaan",Thriller,2017,,Siddhi Vinayak Creation,,Crime Drama Mystery Romance Thriller,3.6,ananth narayan mahadevan zareen khan gautam rode abhinav shukla mohit madaan crime drama mystery romance thriller
NOV,17.0,panchlait,Prem Prakash Modi,"Amitosh Nagpal, Anuradha Mukherjee & Yashpal Sharma",Romantic comedy,2017,,Funtime Entertainment,,Drama,8.1,prem prakash modi amitosh nagpal anuradha mukherjee & yashpal sharma drama
NOV,17.0,tumhari sulu,Suresh Triveni,Vidya Balan & Manav Kaul,Social/Comedy,2017,,T-Series,,Comedy Drama,7.0,suresh triveni vidya balan & manav kaul comedy drama
NOV,17.0,dil jo na keh saka,Naresh Lalwani,"Himansh Kohli, Priya Banerjee",Romantic drama,2017,,Diyas Productions,,Romance,6.8,naresh lalwani himansh kohli priya banerjee romance
NOV,24.0,julie 2,Deepak Shivdasani,"Raai Laxmi, Ravi Kishan & Aditya Srivastava",Erotic thriller,2017,,Triumph Talkies,,Drama Romance Thriller,2.4,deepak shivdasani raai laxmi ravi kishan & aditya srivastava drama romance thriller
NOV,24.0,ajji,Devashish Makhija,"Sudhir Pandey, Sushma Deshpande",Drama,2017,,Yoodlee Films,,Drama,6.9,devashish makhija sudhir pandey sushma deshpande drama
NOV,24.0,kadvi hawa,Nila Madhab Panda,"Sanjay Mishra, Ranvir Shorey, Tillotama Shome, Bupesh Singh, Ekta Sawant",Drama/disaster,2017,,Drishyam Films,,Drama,8.0,nila madhab panda sanjay mishra ranvir shorey tillotama shome bupesh singh ekta sawant drama
NOV,28.0,saankal,Dedipya Joshii,"Tanima Bhattacharya, Chetan Sharma, Harish Hariaudh",Drama,2017,,Pisceann Pictures,,Drama,6.5,dedipya joshii tanima bhattacharya chetan sharma harish hariaudh drama
DEC,1.0,tera intezaar,Raajeev Waalia,Arbaaz Khan & Sunny Leone,Romantic thriller,2017,,Bageshree Films,,Romance Thriller,1.7,raajeev waalia arbaaz khan & sunny leone romance thriller
DEC,1.0,firangi,Rajiv Dhingra,"Kapil Sharma, Varun Badola & Edward Sonnenblick",Comedy,2017,,K9 Films,,Comedy Drama,4.4,rajiv dhingra kapil sharma varun badola & edward sonnenblick comedy drama
DEC,8.0,fukrey returns,Mrighdeep Singh Lamba,"Pulkit Samrat, Priya Anand, Ali Fazal, Varun Sharma",Comedy,2017,,Excel Entertainment,,Comedy,6.5,mrighdeep singh lamba pulkit samrat priya anand ali fazal varun sharma comedy
DEC,8.0,game over,Paresh Vinodray Savani,"Rajesh Sharma, Yashpal Sharma, Gurleen Chopra",Suspense/thriller,2017,,"Dream Machine, Koning Entertainment & Dream International",,Thriller,7.1,paresh vinodray savani rajesh sharma yashpal sharma gurleen chopra thriller
DEC,8.0,sallu ki shaadi,Mohammad Israr Ansari,"Zeenat Aman, Kiran Kumar, Asrani, Kshayp, Arshin and Sandeep Anand",Comedy drama,2017,,"Aman Film Production, Angel's Production, Brosis Production House, Worldwide Records",,Romance,3.5,mohammad israr ansari zeenat aman kiran kumar asrani kshayp arshin and sandeep anand romance
DEC,15.0,monsoon shootout,Amit Kumar,"Nawazuddin Siddiqui, Vijay Varma & Tannishtha Chatterjee",Crime/thriller,2017,,Sikhya Entertainment,,Crime/thriller,,amit kumar nawazuddin siddiqui vijay varma & tannishtha chatterjee crime/thriller
DEC,22.0,tiger zinda hai,Ali Abbas Zafar,Salman Khan & Katrina Kaif,Action/drama,2017,,Yash Raj Films,,Action Adventure Thriller,5.9,ali abbas zafar salman khan & katrina kaif action adventure thriller
JAN,12,1921,Vikram Bhatt,Zareen KhanKaran KundraTobby HinstonSonia Armstrong,,2018,,,ASA Productions and Enterprises,Horror Mystery Romance,4.4,vikram bhatt zareen khan karan kundra tobby hinston sonia armstrong horror mystery romance
JAN,12,kaalakaandi,Akshat Verma,Saif Ali KhanIsha TalwarShenaz TreasuryAkshay OberoiVijay RaazDeepak DobriyalSobhita DhulipalaKunaal Roy KapurNary Singh,,2018,,,Cinestan Film Company,Comedy Thriller,6.3,akshat verma saif ali khan isha talwar shenaz treasury akshay oberoi vijay raaz deepak dobriyal sobhita dhulipala kunaal roy kapur nary singh comedy thriller
JAN,12,mukkabaaz,Anurag Kashyap,Vineet Kumar SinghZoya HussainRavi KishanJimmy Sheirgill,,2018,,,"Eros International, Colour Yellow Productions", ,,anurag kashyap vineet kumar singh zoya hussain ravi kishan jimmy sheirgill 
JAN,15,phir se...,Kunal Kohli,Jennifer WingetKunal KohliRajit Kapur,,2018,,,"Bombay Film Company Ltd, Netflix",Romance,5.5,kunal kohli jennifer winget kunal kohli rajit kapur romance
JAN,19,my birthday song,Samir Soni,Sanjay SuriNora FatehiPitobash,,2018,,,Kahwa entertainment,Thriller,5.5,samir soni sanjay suri nora fatehi pitobash thriller
JAN,19,vodka diaries,Kushal Srivastava,Kay Kay MenonMandira BediRaima SenSharib Hashmi,,2018,,,K'Scope Entertainment Pvt Ltd & Vishalraj Films & Production Pvt Ltd,Mystery Thriller,5.6,kushal srivastava kay kay menon mandira bedi raima sen sharib hashmi mystery thriller
JAN,19,nirdosh,Pradeep Rangwani,Arbaaz KhanManjari FadnisAshmit PatelMukul DevMahek Chahal,,2018,,,UV Films,Drama Mystery Thriller,4.0,pradeep rangwani arbaaz khan manjari fadnis ashmit patel mukul dev mahek chahal drama mystery thriller
JAN,19,union leader,Sanjay Patel,Rahul BhatTillotama Shome,,2018,,,Dim Light Pictures, ,,sanjay patel rahul bhat tillotama shome 
JAN,25,padmaavat,Sanjay Leela Bhansali,Shahid KapoorDeepika PadukoneRanveer SinghAditi Rao Hydari,,2018,,,"Viacom 18 Motion Pictures, Bhansali Productions",Drama History Romance War,7.0,sanjay leela bhansali shahid kapoor deepika padukone ranveer singh aditi rao hydari drama history romance war
FEB,9,pad man,R. Balki,Akshay KumarSonam KapoorRadhika Apte,,2018,,,"Columbia Pictures KriArj Entertainment, Hope Productions, Cape Of Good Films, Mrs Funnybones Movies, SPE Films India",Comedy Drama,7.9,r. balki akshay kumar sonam kapoor radhika apte comedy drama
FEB,14,love per square foot,Anand Tiwari,Vicky KaushalAngira DharAlankrita SahaiRaghubir Yadav,,2018,,,"RSVP Films, Netflix",Comedy Romance,7.2,anand tiwari vicky kaushal angira dhar alankrita sahai raghubir yadav comedy romance
FEB,16,aiyaary,Neeraj Pandey,Sidharth MalhotraManoj BajpayeeRakul Preet SinghPooja ChopraAnupam KherNaseeruddin Shah,,2018,,,Reliance Entertainment,Action Thriller,5.3,neeraj pandey sidharth malhotra manoj bajpayee rakul preet singh pooja chopra anupam kher naseeruddin shah action thriller
FEB,16,kuchh bheege alfaaz,Onir,Zain Khan DurraniGeetanjali Thapa,,2018,,,Yoodlee Films,Romance,7.5,onir zain khan durrani geetanjali thapa romance
FEB,16,jaane kyun de yaaron,Akshay Anand,Raghu RajaAbhishek SharmaKabir BediChetna PandeViju Khote,,2018,,,"NeelRishiFilms, Theatre King",Drama,4.9,akshay anand raghu raja abhishek sharma kabir bedi chetna pande viju khote drama
FEB,23,sonu ke titu ki sweety,Luv Ranjan,Kartik AaryanNushrat BharuchaSunny Nijar,,2018,,,"T-Series, Luv Films",Comedy Romance,7.1,luv ranjan kartik aaryan nushrat bharucha sunny nijar comedy romance
MAR,2,pari,Prosit Roy,Anushka SharmaParambrata ChatterjeeRajat KapoorRitabhari ChakrabortyMansi Multani,,2018,,,"Clean Slate Films, KriArj Entertainment",Fantasy Horror Mystery,6.6,prosit roy anushka sharma parambrata chatterjee rajat kapoor ritabhari chakraborty mansi multani fantasy horror mystery
MAR,2,veerey ki wedding,Ashu Trikha,Pulkit SamratJimmy SheirgillKriti KharbandaSatish KaushikYuvika ChaudharySupriya Karnik,,2018,,,Panorama Studios,Comedy Romance,2.9,ashu trikha pulkit samrat jimmy sheirgill kriti kharbanda satish kaushik yuvika chaudhary supriya karnik comedy romance
